Supplier,Total_Invoice_Amount,Total_Invoice_Count,Year,Client
"Richard, Wayne and Roberts Inc.",192737.87,67,2018,equinor
"Richard's Supply, Inc.",64938.26,22,2018,equinor
Richland Pump And Supply Inc,1234230.85,1995,2015,equinor
Richland Pump And Supply Inc,421093.46,1042,2016,equinor
Richland Pump And Supply Inc,493134.62,926,2017,equinor
Richland Pump And Supply Inc,529635.68,1043,2018,equinor
Ricochet (Kenneth E. Parsons Consul,2792625.42,579,2015,equinor
Ricochet (Kenneth E. Parsons Consul,317027.02,107,2016,equinor
Ridgeway Kite Inc.,584500,1,2018,equinor
Rig QA International Inc.,45923.75,3,2015,equinor
Rig QA International Inc.,8915.11,1,2016,equinor
"Right Management, Inc.",162850,52,2015,equinor
"Right Management, Inc.",122200,7,2016,equinor
Right Measurement Service,10777.5,11,2018,equinor
"Rigmaids, LLC",110517.54,167,2015,equinor
"Rigmaids, LLC",65862.3,21,2016,equinor
"Rigmaids, LLC",132185.74,68,2017,equinor
"Rigmaids, LLC",56091.88,72,2018,equinor
"RigNet, Inc.",336844.67,75,2015,equinor
"RigNet, Inc.",125810.91,17,2016,equinor
"RigNet, Inc.",43825,8,2017,equinor
"RigNet, Inc.",61993.72,10,2018,equinor
"RigUp, Inc",50250,5,2017,equinor
"RigUp, Inc",1042394.16,107,2018,equinor
Rigzone.com,22191.25,1,2015,equinor
Rigzone.com,22191.25,1,2016,equinor
"RioTex Swabbing, Inc.",20442,19,2015,equinor
"Risknology, Inc.",15000,2,2018,equinor
Risktec Solutions Inc,220280.68,9,2017,equinor
Risktec Solutions Inc,389918.02,21,2018,equinor
Rivel Research Group,0,2,2017,equinor
Rivel Research Group,40000,2,2018,equinor
River Crossing Strategy Group,52500,7,2018,equinor
Riviera Finance of Texas Inc,47832.75,138,2017,equinor
Riviera Finance of Texas Inc,8207.5,15,2018,equinor
"RJ Mann & Associates, Inc",51829.52,29,2018,equinor
RoachGannon LLP,3261.5,1,2015,equinor
RoachGannon LLP,20292.35,3,2017,equinor
RoachGannon LLP,57492.77,15,2018,equinor
Roadpost USA Inc.,11294.2,14,2015,equinor
Roadpost USA Inc.,3894.17,14,2016,equinor
Roadpost USA Inc.,2546.04,1,2018,equinor
"Robert Half International, Inc.",2200035.3,904,2015,equinor
"Robert Half International, Inc.",1214870.02,496,2016,equinor
"Robert Half International, Inc.",924365.87,203,2017,equinor
"Robert Half International, Inc.",129671.52,29,2018,equinor
Robert Half Management Resources,3331.84,7,2015,equinor
Robert Half Management Resources,106456.37,28,2016,equinor
Robert Half Management Resources,217807.46,31,2017,equinor
Robert Half Management Resources,245181.33,17,2018,equinor
Robert Half Technology,134407.73,57,2016,equinor
Robert Half Technology,301652.05,75,2017,equinor
Robert Half Technology,15974.79,1,2018,equinor
"Robert P. Chandler, Jr.",5125130.54,37,2015,equinor
Robinson & Cole LLP,10458.61,8,2018,equinor
"ROC Services Co, LLC",20325,14,2018,equinor
Rock Engineering and Testing Labora,5500,1,2018,equinor
"RockPile Energy Services, LLC",68802.82,26,2017,equinor
Rocky Mountain Casing Crews Inc.,43130.8,8,2015,equinor
Rocky Mountain Casing Crews Inc.,59797.8,9,2016,equinor
Rocky Mountain Casing Crews Inc.,400,1,2017,equinor
Rocky Mountain Mineral Law Foundati,3265,2,2018,equinor
Rocky's Inc.,9670.2,1,2015,equinor
Rodan Transport (U.S.A.) Ltd,1218665.92,932,2015,equinor
Rodan Transport (U.S.A.) Ltd,632564.9,375,2016,equinor
Rodan Transport (U.S.A.) Ltd,161222.4,65,2017,equinor
Rodan Transport (U.S.A.) Ltd,2256904.29,26,2018,equinor
Rods Hot Oil Service Inc,886859.8,216,2015,equinor
"Roger A. Soape, Inc.",2464.78,6,2015,equinor
"Roger A. Soape, Inc.",1531.51,3,2016,equinor
"Roger A. Soape, Inc.",7613.64,6,2017,equinor
Rokwerks LLC,23847.48,1,2018,equinor
"Rolfson Oil, LLC",9423476.33,675,2015,equinor
"Rolfson Oil, LLC",2996904.7,155,2016,equinor
"Rolfson Oil, LLC",1085318.55,188,2017,equinor
"Rolfson Oil, LLC",1847281.96,146,2018,equinor
Roma Valley LLC,995.36,5,2017,equinor
Roma Valley LLC,1087.46,7,2018,equinor
Romriell Enterprises Inc.,546.71,4,2015,equinor
Romriell Enterprises Inc.,7412.33,38,2016,equinor
Romriell Enterprises Inc.,19329.51,52,2017,equinor
Romriell Enterprises Inc.,11624.41,65,2018,equinor
Rosemount Inc.,2973854.42,223,2015,equinor
Rosemount Inc.,4792158.25,180,2016,equinor
Rosemount Inc.,3376190.5,115,2017,equinor
Rosemount Inc.,1312624.42,85,2018,equinor
"ROSEN USA, INC.",673049.59,4,2018,equinor
"Rotork Controls, Inc.",4857.44,1,2015,equinor
"RoundTableau, LLC",54249.18,10,2015,equinor
"RoundTableau, LLC",33714.65,7,2016,equinor
"RoundTableau, LLC",300,1,2018,equinor
Roxar Inc,4500,1,2015,equinor
"Royal Flush, Inc.",1443678.53,116,2015,equinor
"Royal Flush, Inc.",595515.05,37,2016,equinor
"Royal Flush, Inc.",313504.42,52,2017,equinor
"Royal Flush, Inc.",13451,40,2018,equinor
"RPC, Inc. d/b/a Patterson Tubular",26025.3,14,2015,equinor
"RPC, Inc. d/b/a Patterson Tubular",41127.88,13,2016,equinor
"RPC, Inc. d/b/a Patterson Tubular",32236.2,11,2017,equinor
"RPC, Inc. d/b/a Patterson Tubular",26751.74,10,2018,equinor
"RPS Group, Inc.",106208.65,4,2015,equinor
"RPS Group, Inc.",43048.5,3,2016,equinor
"RPS Group, Inc.",697216.43,6,2018,equinor
RPS JDC dba RPS,337225.37,136,2015,equinor
RPS JDC dba RPS,477983.74,65,2016,equinor
RPS JDC dba RPS,692336.76,35,2017,equinor
RPS JDC dba RPS,337130.26,42,2018,equinor
RPW Rentals LLC,372223.77,68,2015,equinor
RPW Rentals LLC,44217.36,10,2016,equinor
"RRS Land Consultants, LLC",65748.34,22,2017,equinor
"RRS Land Consultants, LLC",240893.48,70,2018,equinor
"RS Energy Group, Inc.",2055600,3,2018,equinor
"Rural Texas Broadband, Inc.",272.27,1,2016,equinor
"Rural Texas Broadband, Inc.",30127.51,33,2017,equinor
"Rural Texas Broadband, Inc.",19514.4,24,2018,equinor
Rushmore Associates Limited,40000,1,2017,equinor
Rushmore Associates Limited,3267.33,2,2018,equinor
"Russell Nesbitt Services, Inc",60.76,1,2017,equinor
"Russell Reynolds Associates, Inc.",204047.14,6,2018,equinor
"RVP Flooring System, Inc.",1902.6,1,2015,equinor
RW Trucking LLC,14239.5,6,2015,equinor
"RWDY, Inc",536701.67,37,2018,equinor
"RWLS, LLC",600,1,2018,equinor
Ryan Environmental LLC,44744.71,6,2018,equinor
Ryan Environmental Transport LLC,453161.38,20,2018,equinor
Ryan LLC,45001.13,7,2015,equinor
Ryan LLC,632821.8,8,2016,equinor
Ryan LLC,1268749.28,17,2017,equinor
Ryan LLC,756586.02,21,2018,equinor
Ryans Found It Now,38211.5,108,2015,equinor
Ryans Found It Now,2522.25,8,2016,equinor
Rystad Energy Inc.,43500,2,2016,equinor
Rystad Energy Inc.,19485,1,2018,equinor
"S & A Property Research, LLC",13773075.84,82,2015,equinor
"S & A Property Research, LLC",2311869.55,95,2016,equinor
"S & A Property Research, LLC",1465305.87,55,2017,equinor
"S & A Property Research, LLC",4617279.12,300,2018,equinor
S&K Stack Testing Inc,234090,130,2015,equinor
S&K Stack Testing Inc,57115,32,2016,equinor
S&K Stack Testing Inc,33055,15,2017,equinor
S&K Stack Testing Inc,44094,20,2018,equinor
S&P Global Platts,97839.25,1,2015,equinor
S&P Global Platts,134674.87,2,2017,equinor
"S&S Safety Training, LLC.",36591.17,6,2018,equinor
Safe Arc Technology LLC,64048.85,1,2018,equinor
"Safekick Americas, LLC",430405.09,15,2015,equinor
Safesite Inc,55016.4,36,2015,equinor
Safesite Inc,59539.6,33,2016,equinor
Safesite Inc,68818.8,49,2017,equinor
Safesite Inc,63469.95,47,2018,equinor
SafeTech Inc.,194470.4,6,2015,equinor
"Safety Management Systems, LLC",8797.73,2,2015,equinor
Saf-T Compliance International LLC,3572657.28,476,2015,equinor
SAGERIDER Inc.,163107.57,2,2017,equinor
SAGERIDER Inc.,721364.21,10,2018,equinor
Salesforce.com Inc.,11100.26,1,2017,equinor
"Saltwater Cowboys, Inc.",83000,6,2018,equinor
Sam Houston Petroleum Land Services,204928.88,25,2015,equinor
"Samaripa Oilfield Services, LLC",7566.68,2,2018,equinor
Sam's Limousine & Transportation,3240,2,2015,equinor
Sam's Limousine & Transportation,6990,5,2016,equinor
Sam's Limousine & Transportation,4175,2,2017,equinor
"Sancus Energy & Power, LLC",440608.49,3,2017,equinor
Sanjel (Usa) Inc,105186.17,3,2015,equinor
Sankofa Aviation LLC,3234,3,2015,equinor
"SAP America, Inc.",32908,1,2015,equinor
Savage Services Corporation,281655.24,66,2015,equinor
Savage Services Corporation,8616.78,3,2016,equinor
"Savills Studley, Inc.",880816.39,1,2016,equinor
"Savills Studley, Inc.",880816.39,1,2017,equinor
"SBM Offshore USA, Inc.",50000,1,2016,equinor
Scaled Solutions Ltd.,103422.95,1,2016,equinor
SCC Inspection Services Inc.,345398.5,108,2017,equinor
SCC Inspection Services Inc.,1046915.25,500,2018,equinor
Schieber Shale Consulting LLC,30000,1,2017,equinor
Schieber Shale Consulting LLC,50000,1,2018,equinor
Schlotzskys Stores LLC,2423.56,9,2018,equinor
Schlumberger Information Solutions,83355.04,2,2015,equinor
Schlumberger Information Solutions,7700,1,2018,equinor
Schlumberger Technology Corporation,154113913.7,609,2015,equinor
Schlumberger Technology Corporation,23751695.74,81,2016,equinor
Schlumberger Technology Corporation,8253373.43,61,2017,equinor
Schlumberger Technology Corporation,9298761.68,139,2018,equinor
"Schmidt Land Services, Inc.",409498.2,3,2015,equinor
"Schneider Electric USA, Inc.",1240226.5,6,2015,equinor
Sciencelogic Inc,9824.58,1,2015,equinor
"Scientific Drilling International,",128140.06,38,2015,equinor
"Scientific Drilling International,",61166.9,7,2016,equinor
"Scientific Drilling International,",8463.64,1,2017,equinor
"Scientific Drilling International,",1565503.5,13,2018,equinor
Sea Risk Solutions LLC,200617.52,11,2018,equinor
SEACOR Marine LLC,1599650,8,2018,equinor
Seatrax Inc,82929.68,7,2017,equinor
Seatrax Inc,335105.55,34,2018,equinor
Seaway Heavy Lifting Offshore,60000,1,2018,equinor
Secor,581659.31,8,2015,equinor
Secor,133156,2,2016,equinor
Secor,80613,1,2017,equinor
Secure Ecoshred,6259.73,29,2015,equinor
Secure Ecoshred,5796,25,2016,equinor
Secure Ecoshred,6027.84,26,2017,equinor
Secure Ecoshred,6520.96,28,2018,equinor
Secure Energy Services USA LLC,39310.94,39,2015,equinor
Secure Energy Services USA LLC,645623.29,465,2016,equinor
Secure Energy Services USA LLC,1687556.66,1050,2017,equinor
Secure Energy Services USA LLC,1699702.71,951,2018,equinor
Secure On-Site Services USA LLC,173724.93,168,2016,equinor
Secure On-Site Services USA LLC,294104.2,333,2017,equinor
Secure On-Site Services USA LLC,211703.18,232,2018,equinor
SeekOps Inc.,65604.5,3,2017,equinor
SeekOps Inc.,538682.86,12,2018,equinor
SegreTech Inc.,57596.08,5,2018,equinor
Seitel Data Inc.,1669414.93,2,2017,equinor
Seitel Solutions Ltd,34172.05,6,2016,equinor
Seitel Solutions Ltd,100549.96,15,2017,equinor
SEMPCheck Services Inc.,7020.75,11,2017,equinor
SEMPCheck Services Inc.,97341.75,18,2018,equinor
"SEMS-Tech, LLC",12755.96,1,2018,equinor
"Sendero Fund I, LLC.",14546.7,10,2017,equinor
Seneca Technologies Inc,35000,1,2016,equinor
Seneca Technologies Inc,37887.5,1,2017,equinor
Seneca Technologies Inc,37887.5,1,2018,equinor
Serlin International Limousine,4760.92,2,2015,equinor
Serlin International Limousine,5552.7,2,2016,equinor
Serlin International Limousine,3619.19,2,2018,equinor
"Service Welding & Machine Co. , LLC",11903,1,2015,equinor
Services Pétroliers Schlumberger,132000,1,2016,equinor
SERVICIO Y SOPORTE EN TECNOLOGIA,582150.03,2,2018,equinor
"SES Holding, LLC dba Select Energy",9239322.62,140,2015,equinor
"SES Holding, LLC dba Select Energy",5430177.77,85,2016,equinor
"SES Holding, LLC dba Select Energy",3349629.37,91,2017,equinor
"SES Holding, LLC dba Select Energy",13939040.68,227,2018,equinor
"SES Holdings, LLC - Rockwater",1046230.96,733,2018,equinor
"SFI Oil & Gas Production Systems, L",55019.25,2,2017,equinor
SGS ACCUTEST Incorporated,128.03,1,2017,equinor
SGS North America Inc.,23772.01,8,2015,equinor
SGS North America Inc.,216548.77,80,2016,equinor
SGS North America Inc.,557471.13,272,2017,equinor
SGS North America Inc.,555705.08,368,2018,equinor
SH Group A/S,-10725.31,1,2018,equinor
Shadow Industries LLP,100000,1,2017,equinor
"Shale Oilfield Services, LLC",153834.5,22,2017,equinor
"Shale Oilfield Services, LLC",1501115.74,113,2018,equinor
"Shale Tec, LLC",10446.13,1,2018,equinor
Shale Testing Solutions LLC,11214,8,2015,equinor
Shale Testing Solutions LLC,14916.5,12,2016,equinor
Shale Testing Solutions LLC,54857,35,2017,equinor
Shale Testing Solutions LLC,35910,23,2018,equinor
"Shallenberger Construction, Inc.",1125561.33,16,2015,equinor
"Shallenberger Construction, Inc.",2461860.94,38,2016,equinor
"Shallenberger Construction, Inc.",2715404.26,21,2017,equinor
"Shallenberger Construction, Inc.",1044567.89,12,2018,equinor
Shamrock Environmental Corporation,318124.3,2,2016,equinor
Shamrock Environmental Corporation,32455.6,1,2017,equinor
"Shamrock Gas Analysis, Inc.",45764.72,21,2015,equinor
"Shamrock Management, LLC",3752803.21,55,2017,equinor
"Shamrock Management, LLC",7921783.34,191,2018,equinor
Shaughnessy Kniep Hawe,47529.06,48,2015,equinor
Shaw Business,55572.77,6,2017,equinor
Shaw Business,40040.97,6,2018,equinor
SHE Environmental LLC,186172.52,9,2017,equinor
SHE Environmental LLC,248772.33,14,2018,equinor
Shearman & Sterling LLP,1250635.76,15,2017,equinor
Shearman & Sterling LLP,3193993.82,46,2018,equinor
Sheridan Electric Co-Op Inc,492207.22,14,2015,equinor
Sheridan Electric Co-Op Inc,557242.24,15,2016,equinor
Sheridan Electric Co-Op Inc,547972.11,23,2017,equinor
Sheridan Electric Co-Op Inc,478041.3,24,2018,equinor
Shift Services LLC,1411855.86,201,2015,equinor
Shift Services LLC,1123867.85,327,2016,equinor
Shift Services LLC,746278.08,125,2017,equinor
Shift Services LLC,1108539.87,133,2018,equinor
"Siboney Energy Services, Inc.",684399.65,57,2015,equinor
"Siboney Energy Services, Inc.",446208.5,157,2016,equinor
Sidewinder Drilling Inc.,12713497.75,89,2015,equinor
"Siegel's Corporate Gifts, Inc.",34123.31,14,2015,equinor
"Siegel's Corporate Gifts, Inc.",76732.63,25,2016,equinor
"Siegel's Corporate Gifts, Inc.",122583.42,47,2017,equinor
"Siegel's Corporate Gifts, Inc.",398866.01,51,2018,equinor
Signius Communications,3738.19,24,2015,equinor
Signius Communications,2530.41,22,2016,equinor
Signius Communications,2474.96,14,2017,equinor
Signius Communications,2668.15,17,2018,equinor
Signs by Dan,70235.28,14,2015,equinor
Signs by Dan,6824.01,12,2016,equinor
Signs by Dan,108528.39,25,2017,equinor
Signs by Dan,14476.32,17,2018,equinor
SIGNS LIMITED LLC,1988.83,1,2017,equinor
SIGNS LIMITED LLC,207.71,2,2018,equinor
"Silicus Technologies , LLC",68417.27,9,2017,equinor
Silixa LLC,375437.84,1,2017,equinor
Silixa LLC,55500,1,2018,equinor
Silverback Consulting Group LLC,7652.1,2,2018,equinor
Silvertip Propane-Roundup,15324.87,26,2015,equinor
Silvertip Propane-Roundup,1746.22,6,2016,equinor
"Simons Petroleum, LLC",1313915.91,168,2015,equinor
"Simons Petroleum, LLC",1054395.81,212,2016,equinor
"Simons Petroleum, LLC",1200940.17,183,2017,equinor
"Simons Petroleum, LLC",24777.98,22,2018,equinor
SimplexGrinnell LP,957.15,1,2015,equinor
"Sirius Solutions, LLLP",1082090.68,62,2015,equinor
"Sirius Solutions, LLLP",768832.35,75,2016,equinor
"Sirius Solutions, LLLP",481550,45,2017,equinor
"Sirius Solutions, LLLP",4128,1,2018,equinor
"Site Energy (USA), Inc.",8932795.5,317,2015,equinor
"Site Energy (USA), Inc.",4422459.92,191,2016,equinor
"Site Energy (USA), Inc.",1704189.6,110,2017,equinor
Sivalls Inc,1088713.75,361,2015,equinor
Sivalls Inc,168018.49,58,2016,equinor
Sivalls Inc,59401.73,28,2017,equinor
Sivalls Inc,79090.78,57,2018,equinor
"Six C Fabrication, Inc.",674006.94,16,2015,equinor
"Six C Fabrication, Inc.",630264.98,17,2016,equinor
"Six C Fabrication, Inc.",1877350.44,62,2017,equinor
"Six C Fabrication, Inc.",1913101.95,66,2018,equinor
Skipping Stone LLC,20945,1,2015,equinor
Skipping Stone LLC,10603.1,1,2016,equinor
"Slalom, LLC",1034022.65,7,2015,equinor
"Slalom, LLC",2494237.37,28,2016,equinor
"Slalom, LLC",564417.75,13,2017,equinor
Slaugh Fishing Services Inc.,109902.18,9,2015,equinor
Slaugh Fishing Services Inc.,14204.62,2,2016,equinor
Slaugh Fishing Services Inc.,30756.73,2,2017,equinor
SM Fencing & Energy Services Inc,99865.3,35,2016,equinor
SM Fencing & Energy Services Inc,3677090.05,1327,2017,equinor
SM Fencing & Energy Services Inc,5171851.61,1253,2018,equinor
Smiling Moose Deli,7449.38,9,2018,equinor
"Smith International, Inc.",9433396.34,331,2015,equinor
"Smith International, Inc.",2605898.47,98,2016,equinor
"Smith International, Inc.",2853209.21,182,2017,equinor
"Smith International, Inc.",1988879.95,160,2018,equinor
Smith Stratigraphic LLC,10750,2,2018,equinor
"Sodexo, Inc. & Affiliates",784111.56,115,2015,equinor
"Sodexo, Inc. & Affiliates",20713.08,6,2016,equinor
Solar Turbines Inc.,11856.8,3,2017,equinor
Solar Turbines Inc.,15972.85,2,2018,equinor
Solid Waste Services of West Virgin,2253.92,14,2015,equinor
Solid Waste Services of West Virgin,3294.14,27,2016,equinor
Solid Waste Services of West Virgin,1442.63,14,2017,equinor
Solid Waste Services of West Virgin,5092.75,34,2018,equinor
South Central Power Company,11190,18,2016,equinor
South Central Power Company,64185.14,44,2017,equinor
South Central Power Company,66150,79,2018,equinor
South Texas Oilfield Solutions Inc,1327152.77,1178,2016,equinor
South Texas Oilfield Solutions Inc,4282005.14,2533,2017,equinor
South Texas Oilfield Solutions Inc,4681203.27,1767,2018,equinor
SouthTex Treaters LLC,3965310.62,6,2018,equinor
Southwest Drilling Solutions,22150,3,2016,equinor
Southwest Drilling Solutions,23689.41,2,2017,equinor
"Southwest Oilfield Products, Inc.",6234.53,2,2016,equinor
"Southwest Oilfield Products, Inc.",31805.01,2,2017,equinor
"Southwest Oilfield Products, Inc.",13597.5,1,2018,equinor
Southwestern Energy Company,16564.5,1,2016,equinor
"Spark Monkey Fab & Design, LLC",33114.4,1,2018,equinor
Sparq1200,9943.85,3,2015,equinor
Sparq1200,3247.5,1,2016,equinor
Sparrows Offshore LLC,33154.83,3,2018,equinor
Spartan Energy Services LLC DBA SEP,27831.06,16,2015,equinor
Spartan Energy Services LLC DBA SEP,2174311.73,49,2016,equinor
Spartan Energy Services LLC DBA SEP,2559317.55,57,2017,equinor
Spartan Energy Services LLC DBA SEP,3001496.51,55,2018,equinor
Spartan Engineering Inc,5101,4,2015,equinor
Spartan Engineering Inc,7823,7,2016,equinor
Spatial Energy LLC,85280,1,2015,equinor
Specialized Desanders USA Inc,126000,12,2018,equinor
Specialized Technological Threading,1035.72,1,2015,equinor
Specialized Technological Threading,5535,1,2016,equinor
Spectraseis Inc.,84000,2,2015,equinor
SpectraSensors Inc.,66357.75,2,2015,equinor
SpectraSensors Inc.,3053.8,1,2016,equinor
SpectraSensors Inc.,5196,1,2017,equinor
"Spectro-Scan, Inc.",4395,41,2018,equinor
"SpeedCast Communications, Inc.",1569499.78,31,2015,equinor
"SpeedCast Communications, Inc.",351947.2,28,2016,equinor
"SpeedCast Communications, Inc.",184646,10,2017,equinor
"SpeedCast Communications, Inc.",75192,5,2018,equinor
Speedcast Norway AS,37500,1,2016,equinor
"Sphera Solutions, Inc.",10297.56,1,2018,equinor
Spidle Turbeco,7102,1,2015,equinor
"Spirit Global Energy Solutions, Inc",7360.5,1,2016,equinor
"Spirit Global Energy Solutions, Inc",182861.84,38,2017,equinor
"Spirit Global Energy Solutions, Inc",248031.25,48,2018,equinor
"Spitzer Industries, Inc.",282810,2,2015,equinor
"SPL, Inc.",559084.29,2018,2015,equinor
"SPL, Inc.",339652.19,1362,2016,equinor
"SPL, Inc.",227758.54,290,2017,equinor
"SPL, Inc.",317197.25,347,2018,equinor
"SPN Well Services, Inc",169908.58,12,2018,equinor
"Sprint Energy Services, LLC",338741.5,72,2015,equinor
"Sprint Energy Services, LLC",690465.26,156,2016,equinor
"Sprint Energy Services, LLC",2381129.03,423,2017,equinor
"Sprint Energy Services, LLC",6696639.71,884,2018,equinor
SRG Solutions,622.44,1,2017,equinor
Sri Monogramming Inc,10348.4,26,2015,equinor
Sri Monogramming Inc,2109.48,34,2016,equinor
Sri Monogramming Inc,1339.85,23,2017,equinor
"Stabil Drill Specialties, LLC",143695.77,63,2015,equinor
"Stabil Drill Specialties, LLC",42940.34,25,2016,equinor
"Stabil Drill Specialties, LLC",69328.86,46,2017,equinor
"Stabil Drill Specialties, LLC",81875.79,30,2018,equinor
Stage 3 Separation LLC,455416.41,5,2018,equinor
Stage Completions (USA) Corporation,1170214.14,4,2017,equinor
Stage Completions (USA) Corporation,784427.24,10,2018,equinor
Staley Communication Inc,31528.49,3,2015,equinor
Staley Communication Inc,10942.69,1,2016,equinor
"Stallion Oilfield Construction, LLC",7147987.92,719,2015,equinor
"Stallion Oilfield Construction, LLC",2944160.21,335,2016,equinor
"Stallion Oilfield Construction, LLC",3680031.42,473,2017,equinor
"Stallion Oilfield Construction, LLC",1092621.75,296,2018,equinor
Stallion Oilfield Services Ltd.,3025756.88,912,2015,equinor
Stallion Oilfield Services Ltd.,941676.64,347,2016,equinor
Stallion Oilfield Services Ltd.,982962.11,654,2017,equinor
Stallion Oilfield Services Ltd.,1330057.57,826,2018,equinor
Stamford Emergency Medical Services,3990,5,2016,equinor
Stamford Emergency Medical Services,2280,2,2018,equinor
"Standard Tubular Services, Inc.",35200,46,2015,equinor
"Standard Tubular Services, Inc.",14948.5,25,2016,equinor
"Standard Tubular Services, Inc.",34722.75,48,2017,equinor
"Standard Tubular Services, Inc.",36763.01,43,2018,equinor
Stanford University,35000,1,2015,equinor
Stantec Consulting Services Inc.,29119,1,2015,equinor
Stantec Consulting Services Inc.,57566.81,1,2018,equinor
"Star Engineering Services, Inc.",1161555.62,84,2015,equinor
"Star Engineering Services, Inc.",55304.81,7,2016,equinor
Starbase Aviation dba Starbase Jet,118223.75,4,2015,equinor
Starbase Aviation dba Starbase Jet,184848.5,6,2016,equinor
State Service Company Inc,420000,1,2017,equinor
State Service Company Inc,2294235.33,5,2018,equinor
"StateLine Paving, LLC",114870,1,2016,equinor
"Stealth Energy Group, LLC",24659,3,2018,equinor
"Stearns Pools & Spas,inc.",2660.42,14,2015,equinor
"Stearns Pools & Spas,inc.",365.9,2,2016,equinor
Steel Nation Inc.,636315.5,2,2015,equinor
Steel Service Oilfield Tubular Inc,948156.72,3,2016,equinor
Steel Service Oilfield Tubular Inc,1134365.06,5,2017,equinor
Steel Service Oilfield Tubular Inc,1944881.85,8,2018,equinor
Steffes Corporation,3044354.53,233,2015,equinor
Steffes Corporation,1485845.89,154,2016,equinor
Steffes Corporation,3052258.33,323,2017,equinor
Steffes Corporation,155273.65,53,2018,equinor
Steffes Solutions LLC,1540619.37,344,2017,equinor
Steffes Solutions LLC,380316.95,154,2018,equinor
Stellar Field Service Inc,8500397.16,805,2015,equinor
Stellar Field Service Inc,5546436.74,523,2016,equinor
Stellar Field Service Inc,7672822.34,814,2017,equinor
Stellar Field Service Inc,10466906.41,785,2018,equinor
Stellar Oilfield Rentals LLC,49336.1,5,2017,equinor
Stellar Oilfield Rentals LLC,141709.43,13,2018,equinor
Stellar Well Control & Risk Service,3500,1,2015,equinor
"Steptoe & Johnson, PLLC",78744.63,25,2015,equinor
"Steptoe & Johnson, PLLC",309538.2,37,2016,equinor
"Steptoe & Johnson, PLLC",76333.52,37,2017,equinor
"Steptoe & Johnson, PLLC",196225.34,76,2018,equinor
Sterling Crane,10248.1,4,2015,equinor
Sterling Crane,13523.52,1,2018,equinor
"Stevens Water Monitoring Systems, I",33934.77,6,2015,equinor
"Stevens Water Monitoring Systems, I",73721.8,12,2016,equinor
"Stevens Water Monitoring Systems, I",6379.57,3,2017,equinor
"Stevens Water Monitoring Systems, I",1620,1,2018,equinor
"Stewart Lawn Care, LLC",16087.52,10,2015,equinor
"Stewart Lawn Care, LLC",15872.99,20,2017,equinor
"Stewart Lawn Care, LLC",54019.19,35,2018,equinor
Stickman Inc,87258.8,12,2017,equinor
Stickman Inc,200902.55,16,2018,equinor
"Stim-Lab, Inc.",20000,1,2018,equinor
Stockman Motor Inc.,43113.62,1,2015,equinor
"Stokes & Spiehler Onshore,Inc",154850,16,2015,equinor
"Stonebridge Consulting, LLC",92416.02,19,2017,equinor
"Stonebridge Consulting, LLC",57074.81,2,2018,equinor
"Storbakken & Sons Construction, Inc",1505494.56,121,2015,equinor
"Storbakken & Sons Construction, Inc",2095555.35,261,2016,equinor
"Storbakken & Sons Construction, Inc",945017.29,79,2017,equinor
"Storbakken & Sons Construction, Inc",876847.74,179,2018,equinor
"Storm Field Services, LLC",838290.49,16,2018,equinor
StormGeo AS,18635.16,1,2018,equinor
"Stout Images, Inc",1527.12,3,2016,equinor
Strad Oilfield Services Inc.,837373.11,150,2015,equinor
Strad Oilfield Services Inc.,459367.58,60,2016,equinor
Strad Oilfield Services Inc.,888010.89,183,2017,equinor
Strad Oilfield Services Inc.,1009318.23,134,2018,equinor
Strata Corporation,2424804.77,73,2015,equinor
Strata Corporation,591735.05,42,2016,equinor
Strata Corporation,1077196.22,95,2017,equinor
Strata Corporation,1309228.55,88,2018,equinor
StrataGen Engineering,22732.5,1,2015,equinor
"Strategy Engineering & Consulting,",2975250.48,38,2015,equinor
"Strategy Engineering & Consulting,",1013055.18,42,2016,equinor
"Strategy Engineering & Consulting,",951126.07,58,2017,equinor
"Strategy Engineering & Consulting,",899533.95,123,2018,equinor
StratusWave Communications,692.18,8,2017,equinor
"Straus Systems, Inc.",12245.86,13,2015,equinor
"Straus Systems, Inc.",2801.02,3,2016,equinor
"Straus Systems, Inc.",3578.59,4,2017,equinor
Streamline Energy Service LLC,15218.36,1,2016,equinor
Streamline Energy Service LLC,95256.88,31,2017,equinor
"Stress Engineering Services, Inc.",79888,1,2015,equinor
"Stress Engineering Services, Inc.",27895.3,3,2017,equinor
"Stress Engineering Services, Inc.",59833.8,3,2018,equinor
"Strike, LLC",5475968.69,122,2015,equinor
Strømmes Reklame AS,9821.24,14,2015,equinor
Strumbono LLC,36372,4,2015,equinor
Stuart Petroleum Testers Inc,99120.19,5,2016,equinor
Stuart Petroleum Testers Inc,723623.1,24,2017,equinor
Stuart Petroleum Testers Inc,12860.1,3,2018,equinor
"STV Energy Services, Inc",13999,1,2015,equinor
"STV Energy Services, Inc",242050.32,9,2016,equinor
Subsurface Consultants & Associates,600856.05,43,2015,equinor
Subsurface Consultants & Associates,204401.21,17,2016,equinor
Subsurface Consultants & Associates,184752,13,2017,equinor
Subsurface Consultants & Associates,388054,20,2018,equinor
"Sub-Surface Tools, Inc.",11471.27,14,2015,equinor
Summit Electric Supply,343695.94,44,2017,equinor
