Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
677319.890000	81.000000	2015	"oxy oil & gas"	"avsi group"
565137.780000	76.000000	2015	"oxy"	"avsi group"
0.000000	1.000000	2018	"oxy oil & gas"	"avsi group"
263790.090000	47.000000	2016	"oxy"	"avsi group"
296009.260000	40.000000	2014	"oxy"	"avsi group"
406097.320000	63.000000	2016	"oxy oil & gas"	"avsi group"
	0.000000	2013	"oxy"	"avsi group"
235804.950000	43.000000	2017	"oxy oil & gas"	"avsi group"
		2015	"oxy oil & gas"	"awa oilfield services"
		2016	"oxy oil & gas"	"awa oilfield services"
162278.940000	3.000000	2018	"oxy oil & gas"	"awa oilfield services"
		2017	"oxy oil & gas"	"awa oilfield services"
		2016	"oxy oil & gas"	"awc frac valves"
		2017	"oxy oil & gas"	"awc frac valves"
30856.380000	4.000000	2018	"oxy oil & gas"	"awc frac valves"
		2015	"oxy oil & gas"	"awc frac valves"
596112.860000	214.000000	2014	"oxy"	"awc"
561892.200000	91.000000	2013	"oxy"	"awc"
270827.960000	37.000000	2015	"oxy oil & gas"	"awc"
484138.060000	175.000000	2015	"oxy"	"awc"
476346.700000	165.000000	2016	"oxy"	"awc"
145190.640000	140.000000	2018	"oxy oil & gas"	"awc"
111307.510000	89.000000	2017	"oxy oil & gas"	"awc"
26501.750000	23.000000	2016	"oxy oil & gas"	"awc"
		2015	"oxy oil & gas"	"axens north america"
		2018	"oxy oil & gas"	"axens north america"
35396.000000	2.000000	2017	"oxy oil & gas"	"axens north america"
90004.920000	3.000000	2016	"oxy oil & gas"	"axens north america"
3652413.310000	27.000000	2014	"oxy"	"axia energy"
	0.000000	2016	"oxy"	"axia energy"
	0.000000	2015	"oxy"	"axia energy"
67775810.950000	40.000000	2013	"oxy"	"axia energy"
	0.000000	2014	"oxy"	"axia partners lp"
518207.510000	41.000000	2016	"oxy"	"axia partners lp"
675391.260000	47.000000	2015	"oxy"	"axia partners lp"
689985.010000	49.000000	2015	"oxy oil & gas"	"axia partners lp"
349225.000000	63.000000	2018	"oxy oil & gas"	"axia partners lp"
	0.000000	2013	"oxy"	"axia partners lp"
225810.000000	46.000000	2017	"oxy oil & gas"	"axia partners lp"
583142.510000	53.000000	2016	"oxy oil & gas"	"axia partners lp"
		2017	"oxy oil & gas"	"axia resources"
		2016	"oxy oil & gas"	"axia resources"
46877.500000	7.000000	2015	"oxy oil & gas"	"axia resources"
		2018	"oxy oil & gas"	"axia resources"
29444.480000	4.000000	2014	"oxy"	"axiall"
32795.100000	4.000000	2013	"oxy"	"axiall"
8109743.760000	310.000000	2016	"oxy"	"axiall"
116223.050000	1.000000	2015	"oxy"	"axiall"
	0.000000	2014	"oxy"	"axiall"
11704462.690000	609.000000	2014	"oxy"	"axiall"
8401778.450000	406.000000	2013	"oxy"	"axiall"
7948906.760000	338.000000	2013	"oxy"	"axiall"
	0.000000	2015	"oxy"	"axiall"
	0.000000	2016	"oxy"	"axiall"
15438532.980000	991.000000	2015	"oxy"	"axiall"
4663250.240000	166.000000	2016	"oxy"	"axiall"
57274.800000	36.000000	2018	"oxy oil & gas"	"axiom medical consulting"
31177.400000	29.000000	2017	"oxy oil & gas"	"axiom medical consulting"
29350.500000	14.000000	2015	"oxy oil & gas"	"axiom medical consulting"
26212.000000	19.000000	2016	"oxy oil & gas"	"axiom medical consulting"
1205428.540000	262.000000	2014	"oxy"	"axip energy services lp"
384342.200000	81.000000	2015	"oxy"	"axip energy services lp"
1304547.430000	230.000000	2013	"oxy"	"axip energy services lp"
	0.000000	2016	"oxy"	"axip energy services lp"
340753.000000	66.000000	2017	"oxy oil & gas"	"axip energy services lp"
732926.340000	155.000000	2016	"oxy oil & gas"	"axip energy services lp"
1185354.870000	250.000000	2015	"oxy oil & gas"	"axip energy services lp"
234775.340000	51.000000	2018	"oxy oil & gas"	"axip energy services lp"
1230470.280000	357.000000	2017	"oxy oil & gas"	"axxis building systems"
		2015	"oxy oil & gas"	"axxis building systems"
713026.260000	405.000000	2018	"oxy oil & gas"	"axxis building systems"
406312.700000	74.000000	2016	"oxy oil & gas"	"axxis building systems"
		2018	"oxy oil & gas"	"azbil north america"
		2016	"oxy oil & gas"	"azbil north america"
		2017	"oxy oil & gas"	"azbil north america"
2365.160000	1.000000	2015	"oxy oil & gas"	"azbil north america"
		2017	"oxy oil & gas"	"aztec rental of hobbs"
619.520000	2.000000	2018	"oxy oil & gas"	"aztec rental of hobbs"
		2016	"oxy oil & gas"	"aztec rental of hobbs"
		2015	"oxy oil & gas"	"aztec rental of hobbs"
		2018	"oxy oil & gas"	"aztec well servicing co"
4488993.130000	27.000000	2014	"oxy"	"aztec well servicing co"
	0.000000	2015	"oxy"	"aztec well servicing co"
35020.000000	1.000000	2016	"oxy oil & gas"	"aztec well servicing co"
245262.930000	4.000000	2017	"oxy oil & gas"	"aztec well servicing co"
		2015	"oxy oil & gas"	"aztec well servicing co"
	0.000000	2016	"oxy"	"aztec well servicing co"
14221617.840000	88.000000	2013	"oxy"	"aztec well servicing co"
		2017	"oxy oil & gas"	"bdun trucking"
		2018	"oxy oil & gas"	"bdun trucking"
		2016	"oxy oil & gas"	"bdun trucking"
180000.000000	2.000000	2015	"oxy oil & gas"	"bdun trucking"
		2015	"oxy oil & gas"	"bp supply"
1500.000000	1.000000	2017	"oxy oil & gas"	"bp supply"
		2018	"oxy oil & gas"	"bp supply"
		2016	"oxy oil & gas"	"bp supply"
	0.000000	2016	"oxy"	"b&b hot oil service"
868073.200000	2392.000000	2014	"oxy"	"b&b hot oil service"
477067.150000	1430.000000	2015	"oxy"	"b&b hot oil service"
626436.150000	1823.000000	2015	"oxy oil & gas"	"b&b hot oil service"
1090459.500000	2839.000000	2013	"oxy"	"b&b hot oil service"
		2017	"oxy oil & gas"	"b&b hot oil service"
		2018	"oxy oil & gas"	"b&b hot oil service"
		2016	"oxy oil & gas"	"b&b hot oil service"
1477124.120000	479.000000	2014	"oxy"	"b&b pipe and tool co"
	0.000000	2015	"oxy"	"b&b pipe and tool co"
	0.000000	2016	"oxy"	"b&b pipe and tool co"
1875985.370000	570.000000	2013	"oxy"	"b&b pipe and tool co"
575172.470000	22.000000	2014	"oxy"	"b&d plastics"
606178.720000	29.000000	2015	"oxy"	"b&d plastics"
327758.550000	20.000000	2016	"oxy"	"b&d plastics"
	0.000000	2013	"oxy"	"b&d plastics"
30374.500000	26.000000	2016	"oxy oil & gas"	"b&j air & pump"
		2015	"oxy oil & gas"	"b&j air & pump"
9742.000000	5.000000	2017	"oxy oil & gas"	"b&j air & pump"
		2018	"oxy oil & gas"	"b&j air & pump"
684336.250000	895.000000	2015	"oxy oil & gas"	"b&r trucking"
60117.700000	402.000000	2016	"oxy oil & gas"	"b&r trucking"
		2018	"oxy oil & gas"	"b&r trucking"
0.000000	5.000000	2017	"oxy oil & gas"	"b&r trucking"
3971218.140000	854.000000	2013	"oxy"	"b&r trucking"
501498.950000	637.000000	2015	"oxy"	"b&r trucking"
1977467.060000	1047.000000	2014	"oxy"	"b&r trucking"
25696.300000	35.000000	2016	"oxy"	"b&r trucking"
13134.580000	7.000000	2015	"oxy oil & gas"	"b&l energy svc"
		2016	"oxy oil & gas"	"b&l energy svc"
		2017	"oxy oil & gas"	"b&l energy svc"
		2018	"oxy oil & gas"	"b&l energy svc"
699200.830000	121.000000	2018	"oxy oil & gas"	"b&l equipment rentals"
3691996.260000	697.000000	2015	"oxy oil & gas"	"b&l equipment rentals"
13894875.880000	3594.000000	2013	"oxy"	"b&l equipment rentals"
1638089.780000	767.000000	2017	"oxy oil & gas"	"b&l equipment rentals"
1393677.480000	905.000000	2016	"oxy oil & gas"	"b&l equipment rentals"
17863858.540000	4646.000000	2014	"oxy"	"b&l equipment rentals"
1030234.360000	659.000000	2016	"oxy"	"b&l equipment rentals"
2053371.450000	641.000000	2015	"oxy"	"b&l equipment rentals"
	0.000000	2016	"oxy"	"b&l satellite rentals"
	0.000000	2014	"oxy"	"b&l satellite rentals"
1253935.540000	883.000000	2013	"oxy"	"b&l satellite rentals"
	0.000000	2015	"oxy"	"b&l satellite rentals"
991565.750000	2881.000000	2014	"oxy"	"b&p oilfield services"
45940.400000	88.000000	2018	"oxy oil & gas"	"b&p oilfield services"
906442.100000	3061.000000	2015	"oxy oil & gas"	"b&p oilfield services"
554815.000000	1486.000000	2017	"oxy oil & gas"	"b&p oilfield services"
467368.050000	2191.000000	2016	"oxy"	"b&p oilfield services"
1228148.210000	2740.000000	2013	"oxy"	"b&p oilfield services"
824099.200000	2791.000000	2015	"oxy"	"b&p oilfield services"
653646.150000	3005.000000	2016	"oxy oil & gas"	"b&p oilfield services"
300659.760000	25.000000	2015	"oxy"	"b&p process equip & systems"
469383.330000	38.000000	2016	"oxy"	"b&p process equip & systems"
293003.660000	37.000000	2014	"oxy"	"b&p process equip & systems"
132251.080000	5.000000	2013	"oxy"	"b&p process equip & systems"
2728365.820000	143.000000	2017	"oxy oil & gas"	"b&r trucking"
70785.050000	18.000000	2016	"oxy oil & gas"	"b&r trucking"
587919.390000	108.000000	2015	"oxy oil & gas"	"b&r trucking"
9628394.160000	164.000000	2018	"oxy oil & gas"	"b&r trucking"
2669390.470000	35.000000	2016	"oxy"	"b&w fluid dynamics"
	0.000000	2014	"oxy"	"b&w fluid dynamics"
	0.000000	2013	"oxy"	"b&w fluid dynamics"
	0.000000	2015	"oxy"	"b&w fluid dynamics"
		2015	"oxy oil & gas"	"badger bmb services"
		2016	"oxy oil & gas"	"badger bmb services"
		2018	"oxy oil & gas"	"badger bmb services"
0.000000	1.000000	2017	"oxy oil & gas"	"badger bmb services"
3075223.640000	494.000000	2015	"oxy oil & gas"	"badger daylighting lp"
1763896.170000	363.000000	2014	"oxy"	"badger daylighting lp"
164442.480000	36.000000	2016	"oxy"	"badger daylighting lp"
28150.000000	5.000000	2018	"oxy oil & gas"	"badger daylighting lp"
204612.480000	46.000000	2016	"oxy oil & gas"	"badger daylighting lp"
1258580.710000	276.000000	2013	"oxy"	"badger daylighting lp"
49776.160000	20.000000	2017	"oxy oil & gas"	"badger daylighting lp"
2557454.830000	437.000000	2015	"oxy"	"badger daylighting lp"
		2016	"oxy oil & gas"	"badlands integrity group"
		2018	"oxy oil & gas"	"badlands integrity group"
		2017	"oxy oil & gas"	"badlands integrity group"
2500.000000	5.000000	2015	"oxy oil & gas"	"badlands integrity group"
6968768.410000	5726.000000	2014	"oxy"	"badlands power fuels"
		2018	"oxy oil & gas"	"badlands power fuels"
3331430.500000	7703.000000	2015	"oxy"	"badlands power fuels"
9363672.530000	6586.000000	2013	"oxy"	"badlands power fuels"
		2017	"oxy oil & gas"	"badlands power fuels"
	0.000000	2016	"oxy"	"badlands power fuels"
		2016	"oxy oil & gas"	"badlands power fuels"
5965213.460000	9529.000000	2015	"oxy oil & gas"	"badlands power fuels"
521836.490000	2.000000	2014	"oxy"	"baggett mccall burgess watson &"
112229.940000	2.000000	2015	"oxy"	"baggett mccall burgess watson &"
70000.000000	2.000000	2013	"oxy"	"baggett mccall burgess watson &"
315000.000000	1.000000	2016	"oxy"	"baggett mccall burgess watson &"
49196.780000	21.000000	2018	"oxy oil & gas"	"bailey boiler works"
99136.770000	20.000000	2016	"oxy oil & gas"	"bailey boiler works"
99276.090000	26.000000	2017	"oxy oil & gas"	"bailey boiler works"
22437.540000	11.000000	2015	"oxy oil & gas"	"bailey boiler works"
678696.910000	21.000000	2014	"oxy"	"baker botts llp"
1506480.140000	21.000000	2014	"oxy"	"baker botts llp"
32840.710000	7.000000	2016	"oxy"	"baker botts llp"
91198.250000	20.000000	2015	"oxy"	"baker botts llp"
431467.730000	10.000000	2013	"oxy"	"baker botts llp"
1222017.860000	28.000000	2015	"oxy"	"baker botts llp"
451989.920000	24.000000	2016	"oxy"	"baker botts llp"
197899.260000	18.000000	2013	"oxy"	"baker botts llp"
		2015	"oxy oil & gas"	"baker engineering and risk consultants"
44955.320000	5.000000	2017	"oxy oil & gas"	"baker engineering and risk consultants"
25081.500000	4.000000	2018	"oxy oil & gas"	"baker engineering and risk consultants"
15000.000000	1.000000	2016	"oxy oil & gas"	"baker engineering and risk consultants"
356252705.640000	30839.000000	2014	"oxy"	"baker hughes business support services"
0.000000	12.000000	2015	"oxy oil & gas"	"baker hughes business support services"
	0.000000	2016	"oxy"	"baker hughes business support services"
444729798.920000	37821.000000	2013	"oxy"	"baker hughes business support services"
		2018	"oxy oil & gas"	"baker hughes business support services"
		2017	"oxy oil & gas"	"baker hughes business support services"
0.000000	19.000000	2016	"oxy oil & gas"	"baker hughes business support services"
	0.000000	2015	"oxy"	"baker hughes business support services"
60802858.250000	4860.000000	2014	"oxy"	"baker hughes oilfield operationsin"
80588352.710000	65115.000000	2017	"oxy oil & gas"	"baker hughes oilfield operationsin"
	0.000000	2013	"oxy"	"baker hughes oilfield operationsin"
63882663.380000	26494.000000	2016	"oxy"	"baker hughes oilfield operationsin"
19587953.410000	12953.000000	2018	"oxy oil & gas"	"baker hughes oilfield operationsin"
183907155.730000	36575.000000	2015	"oxy"	"baker hughes oilfield operationsin"
203792290.280000	38903.000000	2015	"oxy oil & gas"	"baker hughes oilfield operationsin"
82340305.130000	37043.000000	2016	"oxy oil & gas"	"baker hughes oilfield operationsin"
120756.180000	5.000000	2017	"oxy oil & gas"	"baker hughes oilfield operationsin"
		2016	"oxy oil & gas"	"baker hughes oilfield operationsin"
75673342.860000	37158.000000	2018	"oxy oil & gas"	"baker hughes oilfield operationsin"
		2015	"oxy oil & gas"	"baker hughes oilfield operationsin"
		2017	"oxy oil & gas"	"baker tank co"
80043.000000	2.000000	2015	"oxy oil & gas"	"baker tank co"
		2016	"oxy oil & gas"	"baker tank co"
		2018	"oxy oil & gas"	"baker tank co"
1449530.980000	845.000000	2014	"oxy"	"bakercorp"
676380.350000	208.000000	2014	"oxy"	"bakercorp"
766608.580000	245.000000	2015	"oxy"	"bakercorp"
52658.730000	49.000000	2015	"oxy oil & gas"	"bakercorp"
332167.840000	64.000000	2013	"oxy"	"bakercorp"
54884.230000	38.000000	2015	"oxy"	"bakercorp"
2779797.870000	1519.000000	2013	"oxy"	"bakercorp"
71661.540000	9.000000	2016	"oxy"	"bakercorp"
122176.980000	20.000000	2016	"oxy oil & gas"	"bakercorp"
		2018	"oxy oil & gas"	"bakercorp"
22289.110000	14.000000	2017	"oxy oil & gas"	"bakercorp"
693243.950000	214.000000	2016	"oxy"	"bakercorp"
754000.000000	68.000000	2014	"oxy"	"bakersfield drilling consultants"
	0.000000	2015	"oxy"	"bakersfield drilling consultants"
	0.000000	2016	"oxy"	"bakersfield drilling consultants"
855225.000000	70.000000	2013	"oxy"	"bakersfield drilling consultants"
	0.000000	2014	"oxy"	"bakersfield pipe and supply"
	0.000000	2015	"oxy"	"bakersfield pipe and supply"
11274108.570000	2680.000000	2013	"oxy"	"bakersfield pipe and supply"
	0.000000	2016	"oxy"	"bakersfield pipe and supply"
31718048.170000	9575.000000	2014	"oxy"	"bakersfield pipe and supply"
1626.070000	6.000000	2018	"oxy oil & gas"	"bakersfield pipe and supply"
14190.960000	4.000000	2017	"oxy oil & gas"	"bakersfield pipe and supply"
	0.000000	2016	"oxy"	"bakersfield pipe and supply"
0.000000	2.000000	2015	"oxy"	"bakersfield pipe and supply"
19544095.440000	4769.000000	2013	"oxy"	"bakersfield pipe and supply"
		2016	"oxy oil & gas"	"bakersfield pipe and supply"
0.000000	3.000000	2015	"oxy oil & gas"	"bakersfield pipe and supply"
1778716.550000	7.000000	2014	"oxy"	"balfour beatty rail"
2538509.780000	3.000000	2013	"oxy"	"balfour beatty rail"
	0.000000	2016	"oxy"	"balfour beatty rail"
	0.000000	2015	"oxy"	"balfour beatty rail"
976368.750000	12.000000	2014	"oxy"	"ballard petroleum holdings"
154848.300000	10.000000	2016	"oxy"	"ballard petroleum holdings"
2060573.040000	12.000000	2013	"oxy"	"ballard petroleum holdings"
645601.990000	11.000000	2015	"oxy"	"ballard petroleum holdings"
2678.800000	7.000000	2018	"oxy oil & gas"	"bamm"
1610.700000	3.000000	2017	"oxy oil & gas"	"bamm"
1113.860000	1.000000	2015	"oxy oil & gas"	"bamm"
2653.200000	1.000000	2016	"oxy oil & gas"	"bamm"
78478840.000000	4.000000	2015	"oxy"	"banca imi securities corp ny"
	0.000000	2016	"oxy"	"banca imi securities corp ny"
	0.000000	2013	"oxy"	"banca imi securities corp ny"
314766966.000000	15.000000	2014	"oxy"	"banca imi securities corp ny"
42171.980000	6.000000	2018	"oxy oil & gas"	"bandini enterprises"
		2015	"oxy oil & gas"	"bandini enterprises"
		2016	"oxy oil & gas"	"bandini enterprises"
		2017	"oxy oil & gas"	"bandini enterprises"
3939.820000	1.000000	2015	"oxy"	"bank of america na"
751258.340000	19.000000	2013	"oxy"	"bank of america na"
12000.000000	1.000000	2016	"oxy"	"bank of america na"
599010.130000	13.000000	2014	"oxy"	"bank of america na"
123227.460000	22.000000	2015	"oxy"	"bank of new york"
73665.000000	11.000000	2016	"oxy"	"bank of new york"
4995312.230000	31.000000	2013	"oxy"	"bank of new york"
93927.580000	24.000000	2014	"oxy"	"bank of new york"
11544147.780000	9.000000	2013	"oxy"	"bank of new york mellon"
410459.340000	6.000000	2014	"oxy"	"bank of new york mellon"
337758.280000	9.000000	2016	"oxy"	"bank of new york mellon"
474102.550000	8.000000	2015	"oxy"	"bank of new york mellon"
830172.510000	6.000000	2014	"oxy"	"bank of nova scotia"
36926.930000	3.000000	2016	"oxy"	"bank of nova scotia"
66167.610000	5.000000	2015	"oxy"	"bank of nova scotia"
1700904.990000	10.000000	2013	"oxy"	"bank of nova scotia"
1048248.690000	1450.000000	2016	"oxy oil & gas"	"banta oilfield services"
277009.660000	584.000000	2014	"oxy"	"banta oilfield services"
1107063.260000	1050.000000	2017	"oxy oil & gas"	"banta oilfield services"
226418.720000	669.000000	2013	"oxy"	"banta oilfield services"
674150.000000	1028.000000	2016	"oxy"	"banta oilfield services"
489845.940000	772.000000	2015	"oxy"	"banta oilfield services"
460440.250000	745.000000	2015	"oxy oil & gas"	"banta oilfield services"
1817814.790000	1212.000000	2018	"oxy oil & gas"	"banta oilfield services"
3825.000000	1.000000	2015	"oxy oil & gas"	"baq"
5850.000000	3.000000	2017	"oxy oil & gas"	"baq"
1575.000000	1.000000	2018	"oxy oil & gas"	"baq"
		2016	"oxy oil & gas"	"baq"
1154.250000	14.000000	2015	"oxy oil & gas"	"barden overnite express"
381.000000	7.000000	2017	"oxy oil & gas"	"barden overnite express"
2162.250000	27.000000	2018	"oxy oil & gas"	"barden overnite express"
497.500000	10.000000	2016	"oxy oil & gas"	"barden overnite express"
2037437.130000	43.000000	2015	"oxy"	"bart water svcs"
	0.000000	2014	"oxy"	"bart water svcs"
2033537.910000	25.000000	2016	"oxy"	"bart water svcs"
	0.000000	2013	"oxy"	"bart water svcs"
235754.540000	70.000000	2015	"oxy oil & gas"	"baranko bros"
		2017	"oxy oil & gas"	"baranko bros"
102531.640000	18.000000	2013	"oxy"	"baranko bros"
	0.000000	2016	"oxy"	"baranko bros"
		2018	"oxy oil & gas"	"baranko bros"
957868.080000	67.000000	2014	"oxy"	"baranko bros"
148247.250000	13.000000	2015	"oxy"	"baranko bros"
		2016	"oxy oil & gas"	"baranko bros"
114934.520000	5.000000	2016	"oxy oil & gas"	"barben analyzer technology"
770687.130000	29.000000	2017	"oxy oil & gas"	"barben analyzer technology"
44385.000000	2.000000	2018	"oxy oil & gas"	"barben analyzer technology"
		2015	"oxy oil & gas"	"barben analyzer technology"
4008924.970000	96.000000	2016	"oxy"	"barg coffin lewis & trapp llp"
911339.900000	162.000000	2015	"oxy"	"barg coffin lewis & trapp llp"
443028.650000	93.000000	2013	"oxy"	"barg coffin lewis & trapp llp"
1034629.910000	185.000000	2014	"oxy"	"barg coffin lewis & trapp llp"
	0.000000	2016	"oxy"	"barge waggoner sumner & cannon"
1916139.500000	22.000000	2014	"oxy"	"barge waggoner sumner & cannon"
	0.000000	2014	"oxy"	"barge waggoner sumner & cannon"
757535.310000	26.000000	2015	"oxy"	"barge waggoner sumner & cannon"
226533.970000	19.000000	2016	"oxy"	"barge waggoner sumner & cannon"
