Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
		2018	"oxy oil & gas"	"tier services"
0.000000	3.000000	2016	"oxy oil & gas"	"tier services"
4842436.210000	13.000000	2013	"oxy"	"tiga logistics"
	0.000000	2015	"oxy"	"tiga logistics"
	0.000000	2016	"oxy"	"tiga logistics"
3178318.630000	7.000000	2014	"oxy"	"tiga logistics"
10447414.000000	923.000000	2013	"oxy"	"tiger cased hole service"
	0.000000	2015	"oxy"	"tiger cased hole service"
	0.000000	2016	"oxy"	"tiger cased hole service"
8747293.820000	675.000000	2014	"oxy"	"tiger cased hole service"
0.000000	1.000000	2018	"oxy oil & gas"	"tiger industrial rentals"
-29151.000000	5.000000	2015	"oxy oil & gas"	"tiger industrial rentals"
2358.530000	2.000000	2016	"oxy oil & gas"	"tiger industrial rentals"
		2017	"oxy oil & gas"	"tiger industrial rentals"
	0.000000	2015	"oxy"	"tiger tanks"
616839.170000	13.000000	2013	"oxy"	"tiger tanks"
	0.000000	2016	"oxy"	"tiger tanks"
734258.390000	15.000000	2014	"oxy"	"tiger tanks"
249538.160000	7.000000	2013	"oxy"	"tiger tower services"
342946.540000	17.000000	2014	"oxy"	"tiger tower services"
1343175.370000	46.000000	2016	"oxy"	"tiger tower services"
187431.020000	23.000000	2015	"oxy"	"tiger tower services"
1707685.630000	93.000000	2014	"oxy"	"timco services"
		2018	"oxy oil & gas"	"timco services"
		2016	"oxy oil & gas"	"timco services"
	0.000000	2016	"oxy"	"timco services"
	0.000000	2015	"oxy"	"timco services"
2229542.280000	97.000000	2013	"oxy"	"timco services"
		2017	"oxy oil & gas"	"timco services"
933530.300000	54.000000	2015	"oxy oil & gas"	"timco services"
		2017	"oxy oil & gas"	"timekeepers"
		2016	"oxy oil & gas"	"timekeepers"
		2015	"oxy oil & gas"	"timekeepers"
6725.250000	1.000000	2018	"oxy oil & gas"	"timekeepers"
		2016	"oxy oil & gas"	"timken gears and services"
19975.000000	1.000000	2018	"oxy oil & gas"	"timken gears and services"
5339.890000	1.000000	2017	"oxy oil & gas"	"timken gears and services"
35243.450000	4.000000	2015	"oxy oil & gas"	"timken gears and services"
13740.000000	3.000000	2018	"oxy oil & gas"	"tips"
11120.000000	7.000000	2016	"oxy oil & gas"	"tips"
		2017	"oxy oil & gas"	"tips"
		2015	"oxy oil & gas"	"tips"
		2018	"oxy oil & gas"	"tisco"
		2016	"oxy oil & gas"	"tisco"
33897.330000	2.000000	2015	"oxy oil & gas"	"tisco"
		2017	"oxy oil & gas"	"tisco"
		2016	"oxy oil & gas"	"titan engineering"
		2018	"oxy oil & gas"	"titan engineering"
42203.680000	12.000000	2015	"oxy oil & gas"	"titan engineering"
		2017	"oxy oil & gas"	"titan engineering"
862325.750000	20.000000	2016	"oxy"	"titan lansing transloading"
1288150.490000	38.000000	2015	"oxy"	"titan lansing transloading"
	0.000000	2013	"oxy"	"titan lansing transloading"
820171.850000	23.000000	2014	"oxy"	"titan lansing transloading"
343181.640000	6.000000	2016	"oxy"	"titan metal fabricators"
1211973.290000	17.000000	2014	"oxy"	"titan metal fabricators"
348246.560000	4.000000	2015	"oxy"	"titan metal fabricators"
128648.030000	6.000000	2013	"oxy"	"titan metal fabricators"
15600.000000	15.000000	2018	"oxy oil & gas"	"titan towers lp"
		2015	"oxy oil & gas"	"titan towers lp"
		2017	"oxy oil & gas"	"titan towers lp"
		2016	"oxy oil & gas"	"titan towers lp"
233709.700000	8.000000	2018	"oxy oil & gas"	"tiw corp"
		2017	"oxy oil & gas"	"tiw corp"
		2015	"oxy oil & gas"	"tiw corp"
		2016	"oxy oil & gas"	"tiw corp"
13006301.220000	3177.000000	2014	"oxy"	"tj cross engineers"
10146724.710000	2884.000000	2013	"oxy"	"tj cross engineers"
	0.000000	2015	"oxy"	"tj cross engineers"
	0.000000	2016	"oxy"	"tj cross engineers"
71698.750000	4.000000	2018	"oxy oil & gas"	"tke engineering & design"
		2015	"oxy oil & gas"	"tke engineering & design"
		2017	"oxy oil & gas"	"tke engineering & design"
		2016	"oxy oil & gas"	"tke engineering & design"
2224206.250000	6.000000	2015	"oxy"	"tm financial forensics"
	0.000000	2014	"oxy"	"tm financial forensics"
	0.000000	2013	"oxy"	"tm financial forensics"
2359936.660000	8.000000	2016	"oxy"	"tm financial forensics"
592.900000	2.000000	2015	"oxy oil & gas"	"tmc contractors"
1148702.640000	136.000000	2013	"oxy"	"tmc contractors"
1199548.890000	116.000000	2013	"oxy"	"tmc contractors"
3801379.890000	183.000000	2014	"oxy"	"tmc contractors"
	0.000000	2014	"oxy"	"tmc contractors"
		2018	"oxy oil & gas"	"tmc contractors"
		2016	"oxy oil & gas"	"tmc contractors"
1892634.230000	163.000000	2015	"oxy"	"tmc contractors"
840512.310000	93.000000	2016	"oxy"	"tmc contractors"
	0.000000	2016	"oxy"	"tmc contractors"
		2017	"oxy oil & gas"	"tmc contractors"
	0.000000	2015	"oxy"	"tmc contractors"
247234.000000	28.000000	2015	"oxy oil & gas"	"tnt crane & rigging"
26246.000000	4.000000	2016	"oxy"	"tnt crane & rigging"
18094.000000	5.000000	2016	"oxy oil & gas"	"tnt crane & rigging"
773229.520000	39.000000	2017	"oxy oil & gas"	"tnt crane & rigging"
1090654.000000	163.000000	2013	"oxy"	"tnt crane & rigging"
103797.000000	17.000000	2015	"oxy"	"tnt crane & rigging"
370532.000000	51.000000	2014	"oxy"	"tnt crane & rigging"
1709145.500000	89.000000	2018	"oxy oil & gas"	"tnt crane & rigging"
		2015	"oxy oil & gas"	"tofs"
		2016	"oxy oil & gas"	"tofs"
183555.000000	1168.000000	2018	"oxy oil & gas"	"tofs"
125470.000000	957.000000	2017	"oxy oil & gas"	"tofs"
4969365.000000	526.000000	2013	"oxy"	"tom conner"
6830078.000000	660.000000	2014	"oxy"	"tom conner"
	0.000000	2015	"oxy"	"tom conner"
	0.000000	2016	"oxy"	"tom conner"
495389.170000	488.000000	2015	"oxy oil & gas"	"tom thorp transports"
267752.910000	386.000000	2016	"oxy oil & gas"	"tom thorp transports"
222768.900000	304.000000	2018	"oxy oil & gas"	"tom thorp transports"
463409.220000	465.000000	2015	"oxy"	"tom thorp transports"
1095415.000000	384.000000	2014	"oxy"	"tom thorp transports"
1584165.530000	394.000000	2013	"oxy"	"tom thorp transports"
184770.610000	259.000000	2016	"oxy"	"tom thorp transports"
129988.050000	342.000000	2017	"oxy oil & gas"	"tom thorp transports"
279013.120000	16.000000	2015	"oxy oil & gas"	"tomax drilling technology"
614508.370000	24.000000	2018	"oxy oil & gas"	"tomax drilling technology"
293353.480000	26.000000	2016	"oxy oil & gas"	"tomax drilling technology"
45956.010000	3.000000	2017	"oxy oil & gas"	"tomax drilling technology"
290228.350000	394.000000	2016	"oxy oil & gas"	"tombstone welding"
868797.340000	362.000000	2014	"oxy"	"tombstone welding"
216036.690000	305.000000	2016	"oxy"	"tombstone welding"
1409650.920000	699.000000	2015	"oxy oil & gas"	"tombstone welding"
1141254.450000	760.000000	2018	"oxy oil & gas"	"tombstone welding"
1076419.370000	588.000000	2015	"oxy"	"tombstone welding"
321754.560000	408.000000	2017	"oxy oil & gas"	"tombstone welding"
313802.960000	95.000000	2013	"oxy"	"tombstone welding"
8546.000000	2.000000	2018	"oxy oil & gas"	"tommys machine works"
		2015	"oxy oil & gas"	"tommys machine works"
		2016	"oxy oil & gas"	"tommys machine works"
9015.000000	13.000000	2017	"oxy oil & gas"	"tommys machine works"
1791270.750000	1810.000000	2017	"oxy oil & gas"	"tonys oilfield services"
792739.600000	520.000000	2015	"oxy"	"tonys oilfield services"
1406728.540000	1162.000000	2018	"oxy oil & gas"	"tonys oilfield services"
850794.100000	580.000000	2015	"oxy oil & gas"	"tonys oilfield services"
969388.670000	132.000000	2013	"oxy"	"tonys oilfield services"
1438975.780000	430.000000	2014	"oxy"	"tonys oilfield services"
1182918.800000	682.000000	2016	"oxy"	"tonys oilfield services"
1560287.580000	892.000000	2016	"oxy oil & gas"	"tonys oilfield services"
		2016	"oxy oil & gas"	"tools international corp"
		2017	"oxy oil & gas"	"tools international corp"
2188.480000	1.000000	2015	"oxy oil & gas"	"tools international corp"
		2018	"oxy oil & gas"	"tools international corp"
		2016	"oxy oil & gas"	"toolsrus"
		2017	"oxy oil & gas"	"toolsrus"
		2015	"oxy oil & gas"	"toolsrus"
8750.000000	1.000000	2018	"oxy oil & gas"	"toolsrus"
16392.440000	27.000000	2016	"oxy oil & gas"	"top notch cleaning service"
17410.380000	28.000000	2015	"oxy oil & gas"	"top notch cleaning service"
22878.080000	43.000000	2018	"oxy oil & gas"	"top notch cleaning service"
21095.420000	37.000000	2017	"oxy oil & gas"	"top notch cleaning service"
711263.090000	257.000000	2015	"oxy"	"topco cementing products"
301825.080000	153.000000	2013	"oxy"	"topco cementing products"
983509.950000	382.000000	2014	"oxy"	"topco cementing products"
89772.730000	70.000000	2016	"oxy"	"topco cementing products"
		2015	"oxy oil & gas"	"topar field welding services"
459.000000	1.000000	2018	"oxy oil & gas"	"topar field welding services"
7858.130000	5.000000	2017	"oxy oil & gas"	"topar field welding services"
4332.690000	4.000000	2016	"oxy oil & gas"	"topar field welding services"
		2015	"oxy oil & gas"	"topographic land surveyors co"
		2017	"oxy oil & gas"	"topographic land surveyors co"
		2016	"oxy oil & gas"	"topographic land surveyors co"
142610.730000	2.000000	2018	"oxy oil & gas"	"topographic land surveyors co"
		2015	"oxy oil & gas"	"tops"
3721.500000	12.000000	2017	"oxy oil & gas"	"tops"
		2016	"oxy oil & gas"	"tops"
		2018	"oxy oil & gas"	"tops"
559492.000000	47.000000	2015	"oxy oil & gas"	"tornado production services"
8019.000000	1.000000	2017	"oxy oil & gas"	"tornado production services"
		2016	"oxy oil & gas"	"tornado production services"
		2018	"oxy oil & gas"	"tornado production services"
108193.000000	10.000000	2015	"oxy"	"tornado production services"
1140708.000000	170.000000	2014	"oxy"	"tornado production services"
	0.000000	2016	"oxy"	"tornado production services"
1727115.000000	307.000000	2013	"oxy"	"tornado production services"
		2015	"oxy oil & gas"	"toro field services"
		2017	"oxy oil & gas"	"toro field services"
		2018	"oxy oil & gas"	"toro field services"
918.360000	1.000000	2016	"oxy oil & gas"	"toro field services"
446102.950000	12.000000	2014	"oxy"	"toshiba"
576742.620000	15.000000	2015	"oxy oil & gas"	"toshiba"
5758.580000	2.000000	2017	"oxy oil & gas"	"toshiba"
69604.940000	3.000000	2016	"oxy"	"toshiba"
69604.940000	3.000000	2016	"oxy oil & gas"	"toshiba"
168939.340000	17.000000	2018	"oxy oil & gas"	"toshiba"
542617.840000	8.000000	2015	"oxy"	"toshiba"
65499.680000	4.000000	2013	"oxy"	"toshiba"
37019.010000	30.000000	2015	"oxy oil & gas"	"total compression systems lp"
		2017	"oxy oil & gas"	"total compression systems lp"
		2016	"oxy oil & gas"	"total compression systems lp"
		2018	"oxy oil & gas"	"total compression systems lp"
	0.000000	2015	"oxy"	"total depth rentals"
	0.000000	2016	"oxy"	"total depth rentals"
	0.000000	2014	"oxy"	"total depth rentals"
1469520.340000	116.000000	2013	"oxy"	"total depth rentals"
1592055.000000	5.000000	2016	"oxy"	"total e&p canada"
	0.000000	2014	"oxy"	"total e&p canada"
549810.000000	2.000000	2015	"oxy"	"total e&p canada"
	0.000000	2013	"oxy"	"total e&p canada"
31884237.030000	11.000000	2014	"oxy"	"total e&p joslyn"
941320.000000	3.000000	2015	"oxy"	"total e&p joslyn"
	0.000000	2016	"oxy"	"total e&p joslyn"
46832576.450000	13.000000	2013	"oxy"	"total e&p joslyn"
	0.000000	2015	"oxy"	"total e&p yemen block 10"
	0.000000	2014	"oxy"	"total e&p yemen block 10"
	0.000000	2016	"oxy"	"total e&p yemen block 10"
75852000.000000	6.000000	2013	"oxy"	"total e&p yemen block 10"
1128850.650000	2.000000	2014	"oxy"	"total energy corp"
	0.000000	2015	"oxy"	"total energy corp"
	0.000000	2016	"oxy"	"total energy corp"
1011948.150000	2.000000	2013	"oxy"	"total energy corp"
2210055.950000	303.000000	2016	"oxy"	"total energy services"
7633706.740000	660.000000	2014	"oxy"	"total energy services"
3945927.360000	571.000000	2015	"oxy"	"total energy services"
9671716.130000	816.000000	2013	"oxy"	"total energy services"
2643575.360000	407.000000	2017	"oxy oil & gas"	"total energy svc"
3174059.000000	314.000000	2018	"oxy oil & gas"	"total energy svc"
2660733.270000	375.000000	2016	"oxy oil & gas"	"total energy svc"
5332316.440000	703.000000	2015	"oxy oil & gas"	"total energy svc"
1476202.320000	6.000000	2016	"oxy"	"total industrial services"
2826669.680000	46.000000	2014	"oxy"	"total industrial services"
3019410.680000	45.000000	2015	"oxy"	"total industrial services"
219197.420000	4.000000	2013	"oxy"	"total industrial services"
1204.000000	4.000000	2018	"oxy oil & gas"	"total office solution of west texas"
1716.590000	30.000000	2016	"oxy oil & gas"	"total office solution of west texas"
6311.350000	31.000000	2017	"oxy oil & gas"	"total office solution of west texas"
19329.440000	47.000000	2015	"oxy oil & gas"	"total office solution of west texas"
	0.000000	2015	"oxy"	"total petrochemicals & refining usa"
2194950.000000	2.000000	2016	"oxy"	"total petrochemicals & refining usa"
2070000.000000	1.000000	2014	"oxy"	"total petrochemicals & refining usa"
	0.000000	2013	"oxy"	"total petrochemicals & refining usa"
357760.280000	327.000000	2016	"oxy"	"total safety us"
76859.070000	14.000000	2018	"oxy oil & gas"	"total safety us"
3098074.660000	1594.000000	2013	"oxy"	"total safety us"
539379.500000	413.000000	2015	"oxy"	"total safety us"
1381732.550000	1199.000000	2015	"oxy oil & gas"	"total safety us"
87060.690000	57.000000	2016	"oxy"	"total safety us"
110375.470000	64.000000	2016	"oxy oil & gas"	"total safety us"
55312.090000	32.000000	2017	"oxy oil & gas"	"total safety us"
314682.400000	379.000000	2014	"oxy"	"total safety us"
2062002.420000	2062.000000	2014	"oxy"	"total safety us"
677889.660000	647.000000	2015	"oxy"	"total safety us"
144387.170000	121.000000	2013	"oxy"	"total safety us"
20170.500000	1.000000	2018	"oxy oil & gas"	"total valve & equipment"
		2015	"oxy oil & gas"	"total valve & equipment"
		2016	"oxy oil & gas"	"total valve & equipment"
		2017	"oxy oil & gas"	"total valve & equipment"
	0.000000	2015	"oxy"	"totalwestern"
20467359.430000	7805.000000	2014	"oxy"	"totalwestern"
	0.000000	2016	"oxy"	"totalwestern"
18177084.520000	2769.000000	2013	"oxy"	"totalwestern"
	0.000000	2016	"oxy"	"total yemen sanaa"
	0.000000	2015	"oxy"	"total yemen sanaa"
	0.000000	2014	"oxy"	"total yemen sanaa"
9529000.000000	1.000000	2013	"oxy"	"total yemen sanaa"
		2018	"oxy oil & gas"	"totalwestern"
0.000000	2.000000	2015	"oxy oil & gas"	"totalwestern"
		2016	"oxy oil & gas"	"totalwestern"
		2017	"oxy oil & gas"	"totalwestern"
		2018	"oxy oil & gas"	"tower numerics"
0.000000	1.000000	2015	"oxy oil & gas"	"tower numerics"
		2016	"oxy oil & gas"	"tower numerics"
		2017	"oxy oil & gas"	"tower numerics"
	0.000000	2015	"oxy"	"towne exploration co"
	0.000000	2016	"oxy"	"towne exploration co"
1905447.030000	28.000000	2013	"oxy"	"towne exploration co"
	0.000000	2014	"oxy"	"towne exploration co"
3100.000000	2.000000	2017	"oxy oil & gas"	"tpgtex label solutions"
		2018	"oxy oil & gas"	"tpgtex label solutions"
3100.000000	2.000000	2016	"oxy oil & gas"	"tpgtex label solutions"
3100.000000	2.000000	2015	"oxy oil & gas"	"tpgtex label solutions"
		2018	"oxy oil & gas"	"tps"
43073.310000	23.000000	2015	"oxy oil & gas"	"tps"
		2016	"oxy oil & gas"	"tps"
		2017	"oxy oil & gas"	"tps"
		2015	"oxy oil & gas"	"tq automation"
		2016	"oxy oil & gas"	"tq automation"
5571.790000	4.000000	2018	"oxy oil & gas"	"tq automation"
		2017	"oxy oil & gas"	"tq automation"
9923.000000	101.000000	2017	"oxy oil & gas"	"traceanalysis"
45373.410000	155.000000	2015	"oxy oil & gas"	"traceanalysis"
18515.610000	125.000000	2016	"oxy oil & gas"	"traceanalysis"
		2018	"oxy oil & gas"	"traceanalysis"
		2018	"oxy oil & gas"	"trc construction"
		2015	"oxy oil & gas"	"trc construction"
54851.070000	7.000000	2016	"oxy oil & gas"	"trc construction"
485739.210000	11.000000	2017	"oxy oil & gas"	"trc construction"
		2017	"oxy oil & gas"	"tracerco"
16528.000000	1.000000	2016	"oxy oil & gas"	"tracerco"
		2018	"oxy oil & gas"	"tracerco"
		2015	"oxy oil & gas"	"tracerco"
2740.000000	2.000000	2015	"oxy oil & gas"	"trackwell ads"
		2017	"oxy oil & gas"	"trackwell ads"
		2016	"oxy oil & gas"	"trackwell ads"
		2018	"oxy oil & gas"	"trackwell ads"
30140.000000	23.000000	2016	"oxy oil & gas"	"trackwell ads"
30140.000000	22.000000	2015	"oxy oil & gas"	"trackwell ads"
100580.000000	57.000000	2018	"oxy oil & gas"	"trackwell ads"
57720.000000	32.000000	2017	"oxy oil & gas"	"trackwell ads"
951780.020000	20.000000	2015	"oxy"	"trans pecos natural gas co"
	0.000000	2014	"oxy"	"trans pecos natural gas co"
648394.030000	15.000000	2016	"oxy"	"trans pecos natural gas co"
1111625.550000	14.000000	2013	"oxy"	"trans pecos natural gas co"
854.000000	1.000000	2018	"oxy oil & gas"	"trans tex dyno services"
		2017	"oxy oil & gas"	"trans tex dyno services"
		2016	"oxy oil & gas"	"trans tex dyno services"
		2015	"oxy oil & gas"	"trans tex dyno services"
356459.280000	16.000000	2014	"oxy"	"trans west security services"
	0.000000	2015	"oxy"	"trans west security services"
	0.000000	2016	"oxy"	"trans west security services"
2283856.200000	148.000000	2013	"oxy"	"trans west security services"
4115459.770000	2.000000	2014	"oxy"	"transalta energy marketing corp"
	0.000000	2015	"oxy"	"transalta energy marketing corp"
	0.000000	2016	"oxy"	"transalta energy marketing corp"
	0.000000	2013	"oxy"	"transalta energy marketing corp"
	0.000000	2014	"oxy"	"transcanada pipeline"
	0.000000	2015	"oxy"	"transcanada pipeline"
	0.000000	2016	"oxy"	"transcanada pipeline"
1923097.000000	1.000000	2013	"oxy"	"transcanada pipeline"
1581054.840000	9.000000	2017	"oxy oil & gas"	"transcanada turbines"
		2016	"oxy oil & gas"	"transcanada turbines"
138016.200000	1.000000	2015	"oxy oil & gas"	"transcanada turbines"
443770.080000	9.000000	2018	"oxy oil & gas"	"transcanada turbines"
2127.420000	4.000000	2017	"oxy oil & gas"	"transcat"
1700.160000	2.000000	2015	"oxy oil & gas"	"transcat"
0.000000	1.000000	2016	"oxy oil & gas"	"transcat"
		2018	"oxy oil & gas"	"transcat"
9730764.000000	71.000000	2014	"oxy"	"transcend drilling co"
	0.000000	2016	"oxy"	"transcend drilling co"
6433835.390000	87.000000	2017	"oxy oil & gas"	"transcend drilling co"
1260111.600000	6.000000	2015	"oxy oil & gas"	"transcend drilling co"
40000.000000	1.000000	2015	"oxy"	"transcend drilling co"
40000.000000	1.000000	2016	"oxy oil & gas"	"transcend drilling co"
16444106.940000	218.000000	2018	"oxy oil & gas"	"transcend drilling co"
12472549.900000	126.000000	2013	"oxy"	"transcend drilling co"
	0.000000	2014	"oxy"	"transcolorado gas transmission co"
	0.000000	2016	"oxy"	"transcolorado gas transmission co"
	0.000000	2015	"oxy"	"transcolorado gas transmission co"
4332190.270000	12.000000	2013	"oxy"	"transcolorado gas transmission co"
		2016	"oxy oil & gas"	"transeparation usa"
		2017	"oxy oil & gas"	"transeparation usa"
		2015	"oxy oil & gas"	"transeparation usa"
342262.000000	8.000000	2018	"oxy oil & gas"	"transeparation usa"
593507.550000	19.000000	2016	"oxy"	"transflo corp"
1052583.380000	26.000000	2015	"oxy"	"transflo corp"
572689.710000	26.000000	2014	"oxy"	"transflo corp"
148903.610000	8.000000	2013	"oxy"	"transflo corp"
105945.000000	2.000000	2015	"oxy"	"transformer protector corp"
844718.000000	12.000000	2014	"oxy"	"transformer protector corp"
81859.000000	2.000000	2016	"oxy"	"transformer protector corp"
141594.600000	5.000000	2013	"oxy"	"transformer protector corp"
1300000.000000	1.000000	2013	"oxy"	"transocean offshore deepwater drilling"
	0.000000	2016	"oxy"	"transocean offshore deepwater drilling"
	0.000000	2015	"oxy"	"transocean offshore deepwater drilling"
	0.000000	2014	"oxy"	"transocean offshore deepwater drilling"
	0.000000	2016	"oxy"	"transoil marketing"
	0.000000	2015	"oxy"	"transoil marketing"
	0.000000	2013	"oxy"	"transoil marketing"
1807931.700000	2.000000	2014	"oxy"	"transoil marketing"
	0.000000	2016	"oxy"	"transportation specialties of vta co"
	0.000000	2015	"oxy"	"transportation specialties of vta co"
662781.920000	359.000000	2014	"oxy"	"transportation specialties of vta co"
613978.500000	511.000000	2013	"oxy"	"transportation specialties of vta co"
15405.400000	2.000000	2018	"oxy oil & gas"	"transtector systems"
11014.940000	4.000000	2017	"oxy oil & gas"	"transtector systems"
		2015	"oxy oil & gas"	"transtector systems"
18455.980000	4.000000	2016	"oxy oil & gas"	"transtector systems"
	0.000000	2015	"oxy"	"transwestern pipeline co"
237663.560000	12.000000	2014	"oxy"	"transwestern pipeline co"
1774292.010000	19.000000	2013	"oxy"	"transwestern pipeline co"
	0.000000	2016	"oxy"	"transwestern pipeline co"
		2017	"oxy oil & gas"	"traveling coaches"
3149.250000	3.000000	2015	"oxy oil & gas"	"traveling coaches"
3810.000000	2.000000	2018	"oxy oil & gas"	"traveling coaches"
3463.500000	2.000000	2016	"oxy oil & gas"	"traveling coaches"
638419.210000	31.000000	2016	"oxy"	"trc"
327877.990000	20.000000	2015	"oxy"	"trc"
	0.000000	2013	"oxy"	"trc"
94633.320000	9.000000	2014	"oxy"	"trc"
		2015	"oxy oil & gas"	"trc companies  & subsidiaries"
	0.000000	2013	"oxy"	"trc companies  & subsidiaries"
8646.250000	3.000000	2017	"oxy oil & gas"	"trc companies  & subsidiaries"
184755.430000	5.000000	2016	"oxy oil & gas"	"trc companies  & subsidiaries"
	0.000000	2014	"oxy"	"trc companies  & subsidiaries"
372869.910000	24.000000	2018	"oxy oil & gas"	"trc companies  & subsidiaries"
457905.720000	58.000000	2016	"oxy"	"trc companies  & subsidiaries"
1086934.920000	165.000000	2015	"oxy"	"trc companies  & subsidiaries"
9525.600000	1.000000	2015	"oxy oil & gas"	"trc consultants lc"
9525.600000	2.000000	2017	"oxy oil & gas"	"trc consultants lc"
9525.600000	2.000000	2018	"oxy oil & gas"	"trc consultants lc"
9525.600000	2.000000	2016	"oxy oil & gas"	"trc consultants lc"
138121.300000	13.000000	2018	"oxy oil & gas"	"trc environmental corp"
151278.780000	51.000000	2015	"oxy oil & gas"	"trc environmental corp"
1366799.100000	102.000000	2014	"oxy"	"trc environmental corp"
671174.550000	77.000000	2015	"oxy"	"trc environmental corp"
515910.780000	22.000000	2016	"oxy oil & gas"	"trc environmental corp"
1329176.220000	43.000000	2017	"oxy oil & gas"	"trc environmental corp"
58627.010000	9.000000	2016	"oxy"	"trc environmental corp"
111112.840000	42.000000	2013	"oxy"	"trc environmental corp"
4503097.360000	3907.000000	2016	"oxy oil & gas"	"trc services of texas"
1937602.620000	1605.000000	2015	"oxy oil & gas"	"trc services of texas"
168608.120000	164.000000	2014	"oxy"	"trc services of texas"
2401070.170000	2088.000000	2018	"oxy oil & gas"	"trc services of texas"
3848387.700000	4295.000000	2017	"oxy oil & gas"	"trc services of texas"
8230.530000	11.000000	2013	"oxy"	"trc services of texas"
3239335.590000	2780.000000	2016	"oxy"	"trc services of texas"
2007100.040000	1653.000000	2015	"oxy"	"trc services of texas"
		2015	"oxy oil & gas"	"trc solutions"
14261.020000	4.000000	2017	"oxy oil & gas"	"trc solutions"
		2016	"oxy oil & gas"	"trc solutions"
18926.000000	1.000000	2018	"oxy oil & gas"	"trc solutions"
366.480000	2.000000	2015	"oxy"	"treasury nyc"
73786581.970000	138.000000	2014	"oxy"	"treasury nyc"
69896025.250000	162.000000	2013	"oxy"	"treasury nyc"
	0.000000	2016	"oxy"	"treasury nyc"
	0.000000	2015	"oxy"	"tremco"
875576.810000	1261.000000	2014	"oxy"	"tremco"
2694771.720000	3348.000000	2013	"oxy"	"tremco"
	0.000000	2016	"oxy"	"tremco"
311165.100000	47.000000	2013	"oxy"	"trend services"
1234148.580000	218.000000	2015	"oxy oil & gas"	"trend services"
50667.520000	7.000000	2017	"oxy oil & gas"	"trend services"
284084.380000	116.000000	2014	"oxy"	"trend services"
145225.290000	19.000000	2016	"oxy oil & gas"	"trend services"
118961.750000	29.000000	2018	"oxy oil & gas"	"trend services"
1195574.410000	202.000000	2015	"oxy"	"trend services"
14972.980000	1.000000	2016	"oxy"	"trend services"
0.000000	1.000000	2018	"oxy oil & gas"	"trenwa"
106759.880000	3.000000	2016	"oxy oil & gas"	"trenwa"
5455.000000	1.000000	2017	"oxy oil & gas"	"trenwa"
		2015	"oxy oil & gas"	"trenwa"
126319.830000	3.000000	2016	"oxy"	"tri c"
35615.150000	4.000000	2013	"oxy"	"tri c"
1084724.330000	17.000000	2015	"oxy"	"tri c"
438582.120000	16.000000	2014	"oxy"	"tri c"
	0.000000	2015	"oxy"	"tricounty electric cooperative"
1370083.810000	21.000000	2013	"oxy"	"tricounty electric cooperative"
	0.000000	2016	"oxy"	"tricounty electric cooperative"
401225.670000	12.000000	2014	"oxy"	"tricounty electric cooperative"
		2017	"oxy oil & gas"	"tri county fire protection"
		2018	"oxy oil & gas"	"tri county fire protection"
		2016	"oxy oil & gas"	"tri county fire protection"
459.260000	3.000000	2015	"oxy oil & gas"	"tri county fire protection"
	0.000000	2013	"oxy"	"tricounty construction co"
	0.000000	2015	"oxy"	"tricounty construction co"
	0.000000	2016	"oxy"	"tricounty construction co"
3700740.000000	18.000000	2014	"oxy"	"tricounty construction co"
602500.000000	6.000000	2013	"oxy"	"trim investments"
1222738.640000	41.000000	2014	"oxy"	"trim investments"
330495.000000	19.000000	2015	"oxy"	"trim investments"
38030.300000	7.000000	2016	"oxy"	"trim investments"
		2018	"oxy oil & gas"	"tristate pressure control"
468565.650000	87.000000	2015	"oxy oil & gas"	"tristate pressure control"
26300.290000	4.000000	2016	"oxy oil & gas"	"tristate pressure control"
		2017	"oxy oil & gas"	"tristate pressure control"
27434.000000	50.000000	2016	"oxy oil & gas"	"tritech production services"
57140.000000	68.000000	2015	"oxy oil & gas"	"tritech production services"
		2018	"oxy oil & gas"	"tritech production services"
		2017	"oxy oil & gas"	"tritech production services"
3556639.610000	520.000000	2016	"oxy"	"triad electric & controls"
4593898.840000	869.000000	2015	"oxy"	"triad electric & controls"
1493239.740000	231.000000	2013	"oxy"	"triad electric & controls"
	0.000000	2015	"oxy"	"triad electric & controls"
	0.000000	2016	"oxy"	"triad electric & controls"
1787273.120000	372.000000	2013	"oxy"	"triad electric & controls"
	0.000000	2014	"oxy"	"triad electric & controls"
5460155.750000	720.000000	2014	"oxy"	"triad electric & controls"
556836.750000	10.000000	2015	"oxy"	"triangle usa petroleum corporation"
1771146.090000	12.000000	2013	"oxy"	"triangle usa petroleum corporation"
63.690000	2.000000	2016	"oxy"	"triangle usa petroleum corporation"
177510.590000	11.000000	2014	"oxy"	"triangle usa petroleum corporation"
		2017	"oxy oil & gas"	"trican well service lp"
51415692.710000	46.000000	2014	"oxy"	"trican well service lp"
		2018	"oxy oil & gas"	"trican well service lp"
2635872.450000	3.000000	2013	"oxy"	"trican well service lp"
51966216.300000	37.000000	2015	"oxy oil & gas"	"trican well service lp"
	0.000000	2016	"oxy"	"trican well service lp"
		2016	"oxy oil & gas"	"trican well service lp"
16380663.110000	18.000000	2015	"oxy"	"trican well service lp"
34852.080000	86.000000	2016	"oxy oil & gas"	"trico corp"
45329.280000	124.000000	2015	"oxy oil & gas"	"trico corp"
